key,translation,options,desc_en,desc_vi,chapter,status,notes
"code of ethics"                                      , "code of ethics"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"codes of conduct"                                    , "codes of conduct"                                    , "", "", "", 3, "approved", "Tên riêng, không dịch"
"competition laws"                                    , "competition laws"                                    , "", "", "", 3, "approved", "Tên riêng, không dịch"
"conflict of interest"                                , "xung đột lợi ích"                                    , "xung đột lợi ích", "when an individual or organization has interests in multiple areas that come into conflict with each other", "khi một cá nhân hoặc tổ chức có lợi ích trong nhiều lĩnh vực và các lợi ích này xung đột với nhau", 3, "approved", ""
"consumer financial protection bureau (cfpb)"         , "Consumer Financial Protection Bureau (CFPB)"         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"continental edison company"                          , "Continental Edison Company"                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"contracts"                                           , "Contracts"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"cooperative venture"                                 , "cooperative venture"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"copyright"                                           , "bản quyền"                                           , "bản quyền", "grants the creator of a work the exclusive right to reproduce the work", "typically for a specified period of time", 3, "approved", ""
"corporate social responsibility"                     , ""                                                    , "", "", "", 3, "proposal", ""
"da silva"                                            , "da Silva"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"deontology"                                          , "deontology"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"design patent"                                       , "bằng sáng chế kiểu dáng"                             , "bằng sáng chế kiểu dáng", "protects product design", "bảo hộ thiết kế của sản phẩm", 3, "approved", ""
"disclosure"                                          , "công bố thông tin"                                   , "công bố thông tin", "sharing the needed facts and details about a subject in a transparent and truthful way", "việc chia sẻ các thông tin và chi tiết cần thiết về một vấn đề một cách minh bạch và trung thực", 3, "approved", ""
"discrimination"                                      , "discrimination"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"diversity"                                           , "đa dạng"                                             , "đa dạng", "inclusion of many types of employees, regardless of differences (race, religion, gender, disability, LGBTQ, socioeconomic, cultural)", "việc bao gồm nhiều loại nhân sự khác nhau, bất kể các khác biệt về chủng tộc, tôn giáo, giới tính, khuyết tật, LGBTQ, điều kiện kinh tế xã hội hoặc văn hóa", 3, "approved", ""
"dodd-frank act"                                      , "Dodd-Frank Act"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"dodge"                                               , "Dodge"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"dodge motor company"                                 , "Dodge Motor Company"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"dow jones"                                           , "Dow Jones"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"drexel burnham lambert"                              , "Drexel Burnham Lambert"                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"drucker"                                             , "Drucker"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"duty-based ethics"                                   , "duty-based ethics"                                   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"e2"                                                  , "E2"                                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"edgar"                                               , "Edgar"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"eli lilly"                                           , "Eli Lilly"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"embrace innovations"                                 , "Embrace Innovations"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"enron"                                               , "Enron"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"environmental entrepreneurship"                      , "khởi nghiệp môi trường"                              , "khởi nghiệp môi trường", "entrepreneurial ventures focused on identifying an environmental problem and creating a product or process to solve that problem", "các hoạt động khởi nghiệp tập trung vào việc xác định một vấn đề môi trường và tạo ra sản phẩm hoặc quy trình để giải quyết vấn đề đó", 3, "approved", ""
"equifax"                                             , "Equifax"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ethics"                                              , "ethics"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"fairness"                                            , "sự công bằng"                                        , "sự công bằng", "impartial", "unbiased compliance with rules and standards of what is right", 3, "approved", ""
"federal trade commission act"                        , "Federal Trade Commission Act"                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"financial industry regulatory authority (finra)"     , "Financial Industry Regulatory Authority (FINRA)"     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ford motor company"                                  , "Ford Motor Company"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"fryman"                                              , "Fryman"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"gender equality"                                     , "gender equality"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"general electric"                                    , "General Electric"                                    , "", "", "", 3, "approved", "Tên riêng, không dịch"
"general motors"                                      , "General Motors"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"gm"                                                  , "GM"                                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"grameen bank"                                        , "Grameen Bank"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"grander purpose"                                     , "grander purpose"                                     , "", "", "", 3, "approved", "Tên riêng, không dịch"
"hippocrates"                                         , "Hippocrates"                                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"hippocratic oath"                                    , "Hippocratic Oath"                                    , "", "", "", 3, "approved", "Tên riêng, không dịch"
"hybrid venture"                                      , "hybrid venture"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"insider trading and securities fraud enforcement act", "Insider Trading and Securities Fraud Enforcement Act", "", "", "", 3, "approved", "Tên riêng, không dịch"
"integrity"                                           , "tính chính trực"                                     , "tính chính trực", "adherence to a code of moral values implying trustworthiness and incorruptibility because there is unity between what we say and what we do", "việc tuân thủ một hệ thống các giá trị đạo đức", 3, "approved", ""
"intel corporation"                                   , "Intel Corporation"                                   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"intellectual property"                               , "tài sản trí tuệ"                                     , "tài sản trí tuệ", "legally protected result of creative work to turn a unique idea into a product or service", "kết quả của hoạt động sáng tạo được pháp luật bảo hộ nhằm biến một ý tưởng độc đáo thành sản phẩm hoặc dịch vụ", 3, "approved", ""
"jimenez"                                             , "Jimenez"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"johnson &amp; johnson"                               , "Johnson &amp; Johnson"                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"juniper"                                             , "Juniper"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kaizen"                                              , "Kaizen"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kantian"                                             , "Kantian"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"kickstarter"                                         , "Kickstarter"                                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lay"                                                 , "Lay"                                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lifelong development plan"                           , "lifelong development plan"                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"lula"                                                , "Lula"                                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"mcdonald’s"                                          , "McDonald’s"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"microsoft"                                           , "Microsoft"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"milken"                                              , "Milken"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"mission statement"                                   , "mission statement"                                   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"moral compass"                                       , "moral compass"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"morals"                                              , "morals"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"morrison"                                            , "Morrison"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"musk"                                                , "Musk"                                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"mycoskie"                                            , "Mycoskie"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"national kidney foundation of arizona"               , "National Kidney Foundation of Arizona"               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"new belgium brewing company"                         , "New Belgium Brewing Company"                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"nonprofit organization"                              , "Nonprofit organization"                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"normative ethical theories"                          , "normative ethical theories"                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"ocean cleanup"                                       , "Ocean Cleanup"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"patagonia"                                           , "Patagonia"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"petrobras"                                           , "Petrobras"                                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"prejudice"                                           , "định kiến"                                           , "định kiến", "way of thinking about or treating employees in a manner that favors or hinders one person or group over another, usually in a way considered to be unfair", "cách suy nghĩ hoặc đối xử với nhân viên theo cách ưu ái hoặc gây bất lợi cho một cá nhân hoặc nhóm so với người khác, thường được coi là không công bằng", 3, "approved", ""
"proactive approach"                                  , "proactive approach"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"protestant work ethic"                               , "Protestant work ethic"                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"public company accounting oversight board (pcaob)"   , "Public Company Accounting Oversight Board (PCAOB)"   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"reactive approach"                                   , "reactive approach"                                   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"rise products"                                       , "Rise Products"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"rousseff"                                            , "Rousseff"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"samsung electronics"                                 , "Samsung Electronics"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"sarbanes-oxley act"                                  , "Sarbanes-Oxley Act"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"securities and exchange commission (sec)"            , "Securities and Exchange Commission (SEC)"            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"shareholder primacy"                                 , "shareholder primacy"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"shareholders"                                        , "shareholders"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"sherman act"                                         , "Sherman Act"                                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"shkreli"                                             , "Shkreli"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"skilling"                                            , "Skilling"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"social enterprises"                                  , "social enterprises"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"social entrepreneurship"                             , "khởi nghiệp xã hội"                                  , "khởi nghiệp xã hội", "entrepreneurial ventures focused on identifying a societal problem and creating a product or process to solve that problem", "các hoạt động khởi nghiệp tập trung vào việc xác định một vấn đề xã hội và tạo ra sản phẩm hoặc quy trình để giải quyết vấn đề đó", 3, "approved", ""
"social purpose businesses"                           , "social purpose businesses"                           , "", "", "", 3, "approved", "Tên riêng, không dịch"
"society for human resource management"               , "Society for Human Resource Management"               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"stakeholders"                                        , "stakeholders"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"stumpf"                                              , "Stumpf"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"sustainability"                                      , "tính bền vững"                                       , "tính bền vững", "practice of preserving resources and operating in a way that is ecologically responsible in the long term", "thực hành bảo tồn tài nguyên và vận hành theo cách có trách nhiệm với môi trường trong dài hạn", 3, "approved", ""
"techcrunch"                                          , "TechCrunch"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"tesla"                                               , "Tesla"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"tesla electric light"                                , "Tesla Electric Light"                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"texaco"                                              , "Texaco"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"toms"                                                , "TOMS"                                                , "", "", "", 3, "approved", "Tên riêng, không dịch"
"torts"                                               , "Torts"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"toyota"                                              , "Toyota"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"trade secret"                                        , "bí mật thương mại"                                   , "bí mật thương mại", "proprietary information", "processes", 3, "approved", ""
"trademark"                                           , "nhãn hiệu"                                           , "nhãn hiệu", "registration that provides the owner the ability to use a name", "symbol", 3, "approved", ""
"truthfulness"                                        , "tính trung thực"                                     , "tính trung thực", "underlying facts", "reality", 3, "approved", ""
"turing pharmaceuticals"                              , "Turing Pharmaceuticals"                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"unilever"                                            , "Unilever"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"unity one credit union"                              , "Unity One Credit Union"                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"utilitarian ethics"                                  , "Utilitarian ethics"                                  , "", "", "", 3, "approved", "Tên riêng, không dịch"
"utilitarianism"                                      , "utilitarianism"                                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"utility patent"                                      , "bằng sáng chế tiện ích"                              , "bằng sáng chế tiện ích", "protects product ideas", "bảo hộ các ý tưởng sản phẩm", 3, "approved", ""
"valdes-depena"                                       , "Valdes-Depena"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"vicarious liability"                                 , "vicarious liability"                                 , "", "", "", 3, "approved", "Tên riêng, không dịch"
"virgin group"                                        , "Virgin Group"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"virtue ethics"                                       , "virtue ethics"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"vodafone"                                            , "Vodafone"                                            , "", "", "", 3, "approved", "Tên riêng, không dịch"
"volkswagen"                                          , "Volkswagen"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"warby parker"                                        , "Warby Parker"                                        , "", "", "", 3, "approved", "Tên riêng, không dịch"
"watkins"                                             , "Watkins"                                             , "", "", "", 3, "approved", "Tên riêng, không dịch"
"welch"                                               , "Welch"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
"wells fargo"                                         , "Wells Fargo"                                         , "", "", "", 3, "approved", "Tên riêng, không dịch"
"whistleblower"                                       , "whistleblower"                                       , "", "", "", 3, "approved", "Tên riêng, không dịch"
"winterkorn"                                          , "Winterkorn"                                          , "", "", "", 3, "approved", "Tên riêng, không dịch"
"workplace culture"                                   , "workplace culture"                                   , "", "", "", 3, "approved", "Tên riêng, không dịch"
"world’s most ethical companies"                      , "World’s Most Ethical Companies"                      , "", "", "", 3, "approved", "Tên riêng, không dịch"
"yellin"                                              , "Yellin"                                              , "", "", "", 3, "approved", "Tên riêng, không dịch"
"yunus"                                               , "Yunus"                                               , "", "", "", 3, "approved", "Tên riêng, không dịch"
